## SLURM PROLOG ###############################################################
##    Job ID : 12233822
##  Job Name : Vanilla
##  Nodelist : gpu2501
##      CPUs : 1
##  Mem/Node : 65536 MB
## Directory : /oscar/data/gk/jdtoscan
##   Job Started : Sat Aug  2 01:19:49 EDT 2025
###############################################################################
Sat Aug  2 01:19:49 2025       
+---------------------------------------------------------------------------------------+
| NVIDIA-SMI 535.129.03             Driver Version: 535.129.03   CUDA Version: 12.2     |
|-----------------------------------------+----------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  NVIDIA RTX A5500               On  | 00000000:C4:00.0 Off |                  Off |
| 30%   24C    P8              17W / 230W |     32MiB / 24564MiB |      0%      Default |
|                                         |                      |                  N/A |
+-----------------------------------------+----------------------+----------------------+
                                                                                         
+---------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|    0   N/A  N/A     73688      G   /usr/libexec/Xorg                            24MiB |
+---------------------------------------------------------------------------------------+
Using device: cuda


Train Dataset
x:  (800, 1, 64, 64)
y:  (800, 51, 64, 64)
t:  (51, 1)


Validation Dataset
x:  (100, 1, 64, 64)
y:  (100, 51, 64, 64)
t:  (51, 1)


Test Dataset
x:  (100, 1, 64, 64)
y:  (100, 51, 64, 64)
t:  (51, 1)

Lambda:  (800, 51, 64, 64)
Created FNO
[2025-08-02 01:21:11] - Epoch 1/500,it:80 Train Loss: 5.5210e-01, Val Loss: 5.1194e-01, best model: 1, LR: 9.9999e-04, epoch time: 41.47, snr: 3.3683e+01, var(R): 7.1723e-01, var(L*R): 7.1723e-01, WD: 0.0000e+00, max_RBA:1.5000e+01
[2025-08-02 01:21:52] - Epoch 2/500,it:160 Train Loss: 1.4701e-01, Val Loss: 3.5058e-01, best model: 2, LR: 9.9996e-04, epoch time: 41.17, snr: 1.7119e+00, var(R): 9.8836e-02, var(L*R): 9.8938e-02, WD: 2.4261e-08, max_RBA:1.5000e+01
[2025-08-02 01:22:33] - Epoch 3/500,it:240 Train Loss: 8.0061e-02, Val Loss: 2.9249e-01, best model: 3, LR: 9.9991e-04, epoch time: 41.25, snr: 1.5753e+00, var(R): 2.8765e-02, var(L*R): 2.8825e-02, WD: 3.0929e-08, max_RBA:1.5000e+01
[2025-08-02 01:23:14] - Epoch 4/500,it:320 Train Loss: 6.1992e-02, Val Loss: 2.5808e-01, best model: 4, LR: 9.9984e-04, epoch time: 41.39, snr: 3.1718e+00, var(R): 1.6609e-02, var(L*R): 1.6662e-02, WD: 3.6667e-08, max_RBA:1.5000e+01
[2025-08-02 01:23:56] - Epoch 5/500,it:400 Train Loss: 5.1209e-02, Val Loss: 2.3407e-01, best model: 5, LR: 9.9975e-04, epoch time: 41.91, snr: 1.7211e+00, var(R): 1.0571e-02, var(L*R): 1.0617e-02, WD: 4.2250e-08, max_RBA:1.5000e+01
[2025-08-02 01:24:38] - Epoch 6/500,it:480 Train Loss: 4.2871e-02, Val Loss: 2.2879e-01, best model: 6, LR: 9.9964e-04, epoch time: 41.47, snr: 2.3980e+00, var(R): 7.4394e-03, var(L*R): 7.4755e-03, WD: 4.7555e-08, max_RBA:1.5000e+01
[2025-08-02 01:25:19] - Epoch 7/500,it:560 Train Loss: 3.9381e-02, Val Loss: 2.3135e-01, best model: 6, LR: 9.9952e-04, epoch time: 41.41, snr: 3.0475e+00, var(R): 6.6487e-03, var(L*R): 6.6827e-03, WD: 5.2571e-08, max_RBA:1.5000e+01
[2025-08-02 01:26:01] - Epoch 8/500,it:640 Train Loss: 3.2780e-02, Val Loss: 1.9919e-01, best model: 8, LR: 9.9937e-04, epoch time: 42.22, snr: 5.3477e+00, var(R): 6.6635e-03, var(L*R): 6.6990e-03, WD: 5.7158e-08, max_RBA:1.5000e+01
[2025-08-02 01:26:43] - Epoch 9/500,it:720 Train Loss: 3.1048e-02, Val Loss: 1.9758e-01, best model: 9, LR: 9.9920e-04, epoch time: 41.39, snr: 2.4456e+00, var(R): 3.9443e-03, var(L*R): 3.9727e-03, WD: 6.1665e-08, max_RBA:1.5000e+01
[2025-08-02 01:27:24] - Epoch 10/500,it:800 Train Loss: 2.9407e-02, Val Loss: 1.9286e-01, best model: 10, LR: 9.9901e-04, epoch time: 41.52, snr: 2.9810e+00, var(R): 3.9031e-03, var(L*R): 3.9312e-03, WD: 6.6349e-08, max_RBA:1.5000e+01
[2025-08-02 01:28:06] - Epoch 11/500,it:880 Train Loss: 2.5581e-02, Val Loss: 1.7131e-01, best model: 11, LR: 9.9881e-04, epoch time: 41.97, snr: 3.5581e+00, var(R): 3.5216e-03, var(L*R): 3.5497e-03, WD: 7.0827e-08, max_RBA:1.5000e+01
[2025-08-02 01:28:48] - Epoch 12/500,it:960 Train Loss: 2.4745e-02, Val Loss: 1.7204e-01, best model: 11, LR: 9.9858e-04, epoch time: 41.39, snr: 1.5320e+00, var(R): 2.4396e-03, var(L*R): 2.4650e-03, WD: 7.5061e-08, max_RBA:1.5000e+01
[2025-08-02 01:29:29] - Epoch 13/500,it:1040 Train Loss: 2.3454e-02, Val Loss: 1.6404e-01, best model: 13, LR: 9.9833e-04, epoch time: 41.40, snr: 2.1846e+00, var(R): 2.4142e-03, var(L*R): 2.4384e-03, WD: 7.9494e-08, max_RBA:1.5000e+01
[2025-08-02 01:30:10] - Epoch 14/500,it:1120 Train Loss: 2.2012e-02, Val Loss: 1.5975e-01, best model: 14, LR: 9.9807e-04, epoch time: 40.54, snr: 1.4349e+00, var(R): 2.0925e-03, var(L*R): 2.1158e-03, WD: 8.3892e-08, max_RBA:1.5000e+01
[2025-08-02 01:30:48] - Epoch 15/500,it:1200 Train Loss: 2.0700e-02, Val Loss: 1.5445e-01, best model: 15, LR: 9.9778e-04, epoch time: 38.72, snr: 1.4427e+00, var(R): 1.8993e-03, var(L*R): 1.9215e-03, WD: 8.8072e-08, max_RBA:1.5000e+01
[2025-08-02 01:31:27] - Epoch 16/500,it:1280 Train Loss: 1.9745e-02, Val Loss: 1.5261e-01, best model: 16, LR: 9.9748e-04, epoch time: 38.66, snr: 1.2933e+00, var(R): 1.6849e-03, var(L*R): 1.7060e-03, WD: 9.2247e-08, max_RBA:1.5000e+01
[2025-08-02 01:32:06] - Epoch 17/500,it:1360 Train Loss: 1.9078e-02, Val Loss: 1.5230e-01, best model: 17, LR: 9.9715e-04, epoch time: 39.03, snr: 1.7358e+00, var(R): 1.5542e-03, var(L*R): 1.5743e-03, WD: 9.6546e-08, max_RBA:1.5000e+01
[2025-08-02 01:32:45] - Epoch 18/500,it:1440 Train Loss: 1.8289e-02, Val Loss: 1.5053e-01, best model: 18, LR: 9.9681e-04, epoch time: 38.87, snr: 1.9978e+00, var(R): 1.5025e-03, var(L*R): 1.5227e-03, WD: 1.0112e-07, max_RBA:1.5000e+01
[2025-08-02 01:33:23] - Epoch 19/500,it:1520 Train Loss: 1.7699e-02, Val Loss: 1.4835e-01, best model: 19, LR: 9.9644e-04, epoch time: 38.65, snr: 2.3482e+00, var(R): 1.4055e-03, var(L*R): 1.4252e-03, WD: 1.0525e-07, max_RBA:1.5000e+01
[2025-08-02 01:34:02] - Epoch 20/500,it:1600 Train Loss: 1.7005e-02, Val Loss: 1.4512e-01, best model: 20, LR: 9.9606e-04, epoch time: 38.69, snr: 2.4937e+00, var(R): 1.3202e-03, var(L*R): 1.3395e-03, WD: 1.0878e-07, max_RBA:1.5000e+01
[2025-08-02 01:34:41] - Epoch 21/500,it:1680 Train Loss: 1.6451e-02, Val Loss: 1.4180e-01, best model: 21, LR: 9.9565e-04, epoch time: 39.03, snr: 2.6427e+00, var(R): 1.2121e-03, var(L*R): 1.2307e-03, WD: 1.1350e-07, max_RBA:1.5000e+01
[2025-08-02 01:35:20] - Epoch 22/500,it:1760 Train Loss: 1.5884e-02, Val Loss: 1.3761e-01, best model: 22, LR: 9.9523e-04, epoch time: 38.87, snr: 2.6821e+00, var(R): 1.1177e-03, var(L*R): 1.1358e-03, WD: 1.1717e-07, max_RBA:1.5000e+01
[2025-08-02 01:35:59] - Epoch 23/500,it:1840 Train Loss: 1.5407e-02, Val Loss: 1.3391e-01, best model: 23, LR: 9.9479e-04, epoch time: 38.69, snr: 2.5731e+00, var(R): 1.0148e-03, var(L*R): 1.0321e-03, WD: 1.2099e-07, max_RBA:1.5000e+01
[2025-08-02 01:36:37] - Epoch 24/500,it:1920 Train Loss: 1.4987e-02, Val Loss: 1.3026e-01, best model: 24, LR: 9.9433e-04, epoch time: 38.59, snr: 2.3944e+00, var(R): 9.3228e-04, var(L*R): 9.4899e-04, WD: 1.2543e-07, max_RBA:1.5000e+01
[2025-08-02 01:37:16] - Epoch 25/500,it:2000 Train Loss: 1.4621e-02, Val Loss: 1.2801e-01, best model: 25, LR: 9.9384e-04, epoch time: 38.95, snr: 2.1558e+00, var(R): 8.5751e-04, var(L*R): 8.7361e-04, WD: 1.2907e-07, max_RBA:1.5000e+01
[2025-08-02 01:37:55] - Epoch 26/500,it:2080 Train Loss: 1.4263e-02, Val Loss: 1.2603e-01, best model: 26, LR: 9.9334e-04, epoch time: 38.91, snr: 2.1343e+00, var(R): 8.0925e-04, var(L*R): 8.2497e-04, WD: 1.3249e-07, max_RBA:1.5000e+01
[2025-08-02 01:38:34] - Epoch 27/500,it:2160 Train Loss: 1.3951e-02, Val Loss: 1.2489e-01, best model: 27, LR: 9.9282e-04, epoch time: 38.73, snr: 2.2456e+00, var(R): 7.7053e-04, var(L*R): 7.8597e-04, WD: 1.3666e-07, max_RBA:1.5000e+01
[2025-08-02 01:39:13] - Epoch 28/500,it:2240 Train Loss: 1.3641e-02, Val Loss: 1.2383e-01, best model: 28, LR: 9.9228e-04, epoch time: 38.73, snr: 2.4558e+00, var(R): 7.4306e-04, var(L*R): 7.5834e-04, WD: 1.4121e-07, max_RBA:1.5000e+01
[2025-08-02 01:39:52] - Epoch 29/500,it:2320 Train Loss: 1.3416e-02, Val Loss: 1.2368e-01, best model: 29, LR: 9.9172e-04, epoch time: 39.02, snr: 2.6112e+00, var(R): 7.2109e-04, var(L*R): 7.3638e-04, WD: 1.4405e-07, max_RBA:1.5000e+01
[2025-08-02 01:40:31] - Epoch 30/500,it:2400 Train Loss: 1.3441e-02, Val Loss: 1.2698e-01, best model: 29, LR: 9.9114e-04, epoch time: 38.98, snr: 2.7978e+00, var(R): 7.1189e-04, var(L*R): 7.2745e-04, WD: 1.4775e-07, max_RBA:1.5000e+01
[2025-08-02 01:41:09] - Epoch 31/500,it:2480 Train Loss: 1.2844e-02, Val Loss: 1.2970e-01, best model: 29, LR: 9.9055e-04, epoch time: 38.61, snr: 3.3472e+00, var(R): 7.6032e-04, var(L*R): 7.7713e-04, WD: 1.5221e-07, max_RBA:1.5000e+01
[2025-08-02 01:41:48] - Epoch 32/500,it:2560 Train Loss: 1.2166e-02, Val Loss: 1.2465e-01, best model: 29, LR: 9.8993e-04, epoch time: 38.73, snr: 4.0146e+00, var(R): 8.1441e-04, var(L*R): 8.3175e-04, WD: 1.5655e-07, max_RBA:1.5000e+01
[2025-08-02 01:42:27] - Epoch 33/500,it:2640 Train Loss: 1.2054e-02, Val Loss: 1.2218e-01, best model: 33, LR: 9.8929e-04, epoch time: 38.95, snr: 3.8082e+00, var(R): 7.1664e-04, var(L*R): 7.3231e-04, WD: 1.6045e-07, max_RBA:1.5000e+01
[2025-08-02 01:43:06] - Epoch 34/500,it:2720 Train Loss: 1.1750e-02, Val Loss: 1.2223e-01, best model: 33, LR: 9.8863e-04, epoch time: 38.76, snr: 3.5832e+00, var(R): 6.7204e-04, var(L*R): 6.8736e-04, WD: 1.6273e-07, max_RBA:1.5000e+01
[2025-08-02 01:43:44] - Epoch 35/500,it:2800 Train Loss: 1.1489e-02, Val Loss: 1.2142e-01, best model: 35, LR: 9.8796e-04, epoch time: 38.65, snr: 3.7756e+00, var(R): 6.6138e-04, var(L*R): 6.7645e-04, WD: 1.6716e-07, max_RBA:1.5000e+01
[2025-08-02 01:44:23] - Epoch 36/500,it:2880 Train Loss: 1.1235e-02, Val Loss: 1.2083e-01, best model: 36, LR: 9.8726e-04, epoch time: 38.80, snr: 3.8156e+00, var(R): 6.3894e-04, var(L*R): 6.5371e-04, WD: 1.7128e-07, max_RBA:1.5000e+01
[2025-08-02 01:45:02] - Epoch 37/500,it:2960 Train Loss: 1.0993e-02, Val Loss: 1.2016e-01, best model: 37, LR: 9.8655e-04, epoch time: 39.12, snr: 3.8616e+00, var(R): 6.2045e-04, var(L*R): 6.3496e-04, WD: 1.7453e-07, max_RBA:1.5000e+01
[2025-08-02 01:45:41] - Epoch 38/500,it:3040 Train Loss: 1.0772e-02, Val Loss: 1.1954e-01, best model: 38, LR: 9.8582e-04, epoch time: 38.67, snr: 3.8798e+00, var(R): 5.9971e-04, var(L*R): 6.1393e-04, WD: 1.7799e-07, max_RBA:1.5000e+01
[2025-08-02 01:46:20] - Epoch 39/500,it:3120 Train Loss: 1.0555e-02, Val Loss: 1.1877e-01, best model: 39, LR: 9.8506e-04, epoch time: 38.69, snr: 3.8923e+00, var(R): 5.8006e-04, var(L*R): 5.9401e-04, WD: 1.8259e-07, max_RBA:1.5000e+01
[2025-08-02 01:46:59] - Epoch 40/500,it:3200 Train Loss: 1.0347e-02, Val Loss: 1.1797e-01, best model: 40, LR: 9.8429e-04, epoch time: 38.93, snr: 3.8829e+00, var(R): 5.5898e-04, var(L*R): 5.7264e-04, WD: 1.8537e-07, max_RBA:1.5000e+01
[2025-08-02 01:47:38] - Epoch 41/500,it:3280 Train Loss: 1.0149e-02, Val Loss: 1.1690e-01, best model: 41, LR: 9.8350e-04, epoch time: 39.07, snr: 3.8783e+00, var(R): 5.3813e-04, var(L*R): 5.5153e-04, WD: 1.8882e-07, max_RBA:1.5000e+01
[2025-08-02 01:48:16] - Epoch 42/500,it:3360 Train Loss: 9.9719e-03, Val Loss: 1.1593e-01, best model: 42, LR: 9.8269e-04, epoch time: 38.71, snr: 3.8521e+00, var(R): 5.1493e-04, var(L*R): 5.2802e-04, WD: 1.9295e-07, max_RBA:1.5000e+01
[2025-08-02 01:48:55] - Epoch 43/500,it:3440 Train Loss: 9.8006e-03, Val Loss: 1.1533e-01, best model: 43, LR: 9.8186e-04, epoch time: 38.63, snr: 3.8324e+00, var(R): 4.9398e-04, var(L*R): 5.0680e-04, WD: 1.9617e-07, max_RBA:1.5000e+01
[2025-08-02 01:49:34] - Epoch 44/500,it:3520 Train Loss: 9.6482e-03, Val Loss: 1.1435e-01, best model: 44, LR: 9.8101e-04, epoch time: 38.89, snr: 3.8706e+00, var(R): 4.7851e-04, var(L*R): 4.9116e-04, WD: 2.0084e-07, max_RBA:1.5000e+01
[2025-08-02 01:50:13] - Epoch 45/500,it:3600 Train Loss: 9.4967e-03, Val Loss: 1.1369e-01, best model: 45, LR: 9.8015e-04, epoch time: 38.98, snr: 3.8796e+00, var(R): 4.6032e-04, var(L*R): 4.7275e-04, WD: 2.0352e-07, max_RBA:1.5000e+01
[2025-08-02 01:50:52] - Epoch 46/500,it:3680 Train Loss: 9.3593e-03, Val Loss: 1.1313e-01, best model: 46, LR: 9.7926e-04, epoch time: 38.77, snr: 3.9212e+00, var(R): 4.4668e-04, var(L*R): 4.5895e-04, WD: 2.0791e-07, max_RBA:1.5000e+01
[2025-08-02 01:51:30] - Epoch 47/500,it:3760 Train Loss: 9.2168e-03, Val Loss: 1.1212e-01, best model: 47, LR: 9.7836e-04, epoch time: 38.61, snr: 3.9723e+00, var(R): 4.3428e-04, var(L*R): 4.4645e-04, WD: 2.1128e-07, max_RBA:1.5000e+01
