## SLURM PROLOG ###############################################################
##    Job ID : 12242675
##  Job Name : vrba_sample
##  Nodelist : gpu2104
##      CPUs : 1
##  Mem/Node : 65536 MB
## Directory : /oscar/data/gk/jdtoscan
##   Job Started : Sun Aug  3 01:07:58 EDT 2025
###############################################################################
Sun Aug  3 01:07:58 2025       
+---------------------------------------------------------------------------------------+
| NVIDIA-SMI 535.129.03             Driver Version: 535.129.03   CUDA Version: 12.2     |
|-----------------------------------------+----------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  NVIDIA GeForce RTX 3090        On  | 00000000:C1:00.0 Off |                  N/A |
| 30%   27C    P8              30W / 350W |     13MiB / 24576MiB |      0%      Default |
|                                         |                      |                  N/A |
+-----------------------------------------+----------------------+----------------------+
                                                                                         
+---------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|    0   N/A  N/A     51669      G   /usr/libexec/Xorg                             5MiB |
+---------------------------------------------------------------------------------------+
Using device: cuda


Train Dataset
x:  (800, 1, 64, 64)
y:  (800, 51, 64, 64)
t:  (51, 1)


Validation Dataset
x:  (100, 1, 64, 64)
y:  (100, 51, 64, 64)
t:  (51, 1)


Test Dataset
x:  (100, 1, 64, 64)
y:  (100, 51, 64, 64)
t:  (51, 1)

Lambda:  (800, 51, 64, 64)
Created FNO
[2025-08-03 01:09:25] - Epoch 1/500,it:80 Train Loss: 9.6766e+00, Val Loss: 4.5117e-01, best model: 1, LR: 9.9999e-04, epoch time: 40.70, snr: 3.3634e+01, var(R): 7.1723e-01, var(L*R): 7.1723e-01, WD: 0.0000e+00, max_RBA:1.5000e+01
[2025-08-03 01:10:03] - Epoch 2/500,it:160 Train Loss: 2.6130e+00, Val Loss: 2.9969e-01, best model: 2, LR: 9.9996e-04, epoch time: 38.12, snr: 1.2423e+00, var(R): 6.8577e-02, var(L*R): 6.8644e-02, WD: 2.7275e-08, max_RBA:1.5000e+01
[2025-08-03 01:10:41] - Epoch 3/500,it:240 Train Loss: 1.4671e+00, Val Loss: 2.4410e-01, best model: 3, LR: 9.9991e-04, epoch time: 38.13, snr: 1.6709e+00, var(R): 1.7926e-02, var(L*R): 1.7954e-02, WD: 4.3598e-08, max_RBA:1.5000e+01
[2025-08-03 01:11:19] - Epoch 4/500,it:320 Train Loss: 1.0230e+00, Val Loss: 2.2805e-01, best model: 4, LR: 9.9984e-04, epoch time: 38.16, snr: 1.5599e+00, var(R): 9.0303e-03, var(L*R): 9.0475e-03, WD: 5.4352e-08, max_RBA:1.5000e+01
[2025-08-03 01:11:58] - Epoch 5/500,it:400 Train Loss: 9.2343e-01, Val Loss: 1.9915e-01, best model: 5, LR: 9.9975e-04, epoch time: 38.23, snr: 2.8548e+00, var(R): 6.2313e-03, var(L*R): 6.2440e-03, WD: 6.4589e-08, max_RBA:1.5000e+01
[2025-08-03 01:12:36] - Epoch 6/500,it:480 Train Loss: 7.0170e-01, Val Loss: 1.8052e-01, best model: 6, LR: 9.9964e-04, epoch time: 38.20, snr: 2.2608e+00, var(R): 4.0627e-03, var(L*R): 4.0732e-03, WD: 7.2665e-08, max_RBA:1.5000e+01
[2025-08-03 01:13:14] - Epoch 7/500,it:560 Train Loss: 6.0383e-01, Val Loss: 1.8017e-01, best model: 7, LR: 9.9952e-04, epoch time: 38.18, snr: 1.2110e+00, var(R): 2.8344e-03, var(L*R): 2.8434e-03, WD: 8.0666e-08, max_RBA:1.5000e+01
[2025-08-03 01:13:52] - Epoch 8/500,it:640 Train Loss: 5.3999e-01, Val Loss: 1.6539e-01, best model: 8, LR: 9.9937e-04, epoch time: 38.20, snr: 2.2100e+00, var(R): 2.9064e-03, var(L*R): 2.9166e-03, WD: 8.8095e-08, max_RBA:1.5000e+01
[2025-08-03 01:14:30] - Epoch 9/500,it:720 Train Loss: 4.8135e-01, Val Loss: 1.6497e-01, best model: 9, LR: 9.9920e-04, epoch time: 38.21, snr: 1.6980e+00, var(R): 1.9204e-03, var(L*R): 1.9275e-03, WD: 9.7405e-08, max_RBA:1.5000e+01
[2025-08-03 01:15:09] - Epoch 10/500,it:800 Train Loss: 4.4249e-01, Val Loss: 1.4587e-01, best model: 10, LR: 9.9901e-04, epoch time: 38.20, snr: 2.7533e+00, var(R): 2.1452e-03, var(L*R): 2.1544e-03, WD: 1.0427e-07, max_RBA:1.5000e+01
[2025-08-03 01:15:47] - Epoch 11/500,it:880 Train Loss: 3.9700e-01, Val Loss: 1.3953e-01, best model: 11, LR: 9.9881e-04, epoch time: 38.23, snr: 1.6912e+00, var(R): 1.2965e-03, var(L*R): 1.3025e-03, WD: 1.1131e-07, max_RBA:1.5000e+01
