## SLURM PROLOG ###############################################################
##    Job ID : 12239171
##  Job Name : rba_sample
##  Nodelist : gpu2108
##      CPUs : 1
##  Mem/Node : 65536 MB
## Directory : /oscar/data/gk/jdtoscan
##   Job Started : Sun Aug  3 00:16:32 EDT 2025
###############################################################################
Sun Aug  3 00:16:32 2025       
+---------------------------------------------------------------------------------------+
| NVIDIA-SMI 535.129.03             Driver Version: 535.129.03   CUDA Version: 12.2     |
|-----------------------------------------+----------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  NVIDIA GeForce RTX 3090        On  | 00000000:C1:00.0 Off |                  N/A |
| 45%   42C    P8              40W / 350W |     38MiB / 24576MiB |      0%      Default |
|                                         |                      |                  N/A |
+-----------------------------------------+----------------------+----------------------+
                                                                                         
+---------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|    0   N/A  N/A     45822      G   /usr/libexec/Xorg                            25MiB |
+---------------------------------------------------------------------------------------+
Using device: cuda


Train Dataset
x:  (800, 1, 64, 64)
y:  (800, 51, 64, 64)
t:  (51, 1)


Validation Dataset
x:  (100, 1, 64, 64)
y:  (100, 51, 64, 64)
t:  (51, 1)


Test Dataset
x:  (100, 1, 64, 64)
y:  (100, 51, 64, 64)
t:  (51, 1)

Lambda:  (800, 51, 64, 64)
Created FNO
[2025-08-03 00:17:39] - Epoch 1/500,it:80 Train Loss: 9.7809e+00, Val Loss: 4.5942e-01, best model: 1, LR: 9.9999e-04, epoch time: 37.46, snr: 3.3581e+01, var(R): 7.1723e-01, var(L*R): 7.1723e-01, WD: 0.0000e+00, max_RBA:1.5000e+01
[2025-08-03 00:18:15] - Epoch 2/500,it:160 Train Loss: 2.6723e+00, Val Loss: 3.0388e-01, best model: 2, LR: 9.9996e-04, epoch time: 35.95, snr: 1.9000e+00, var(R): 7.1665e-02, var(L*R): 7.1795e-02, WD: 3.6309e-08, max_RBA:1.5000e+01
[2025-08-03 00:18:51] - Epoch 3/500,it:240 Train Loss: 1.5345e+00, Val Loss: 2.5356e-01, best model: 3, LR: 9.9991e-04, epoch time: 36.05, snr: 2.0691e+00, var(R): 1.9860e-02, var(L*R): 1.9915e-02, WD: 6.0432e-08, max_RBA:1.5000e+01
[2025-08-03 00:19:27] - Epoch 4/500,it:320 Train Loss: 1.0844e+00, Val Loss: 2.2597e-01, best model: 4, LR: 9.9984e-04, epoch time: 36.15, snr: 2.6446e+00, var(R): 1.0286e-02, var(L*R): 1.0338e-02, WD: 8.0452e-08, max_RBA:1.5000e+01
[2025-08-03 00:20:03] - Epoch 5/500,it:400 Train Loss: 8.4461e-01, Val Loss: 1.9966e-01, best model: 5, LR: 9.9975e-04, epoch time: 36.13, snr: 3.0065e+00, var(R): 6.6492e-03, var(L*R): 6.6911e-03, WD: 9.7828e-08, max_RBA:1.5000e+01
[2025-08-03 00:20:40] - Epoch 6/500,it:480 Train Loss: 7.1198e-01, Val Loss: 1.8739e-01, best model: 6, LR: 9.9964e-04, epoch time: 36.11, snr: 2.5561e+00, var(R): 4.3233e-03, var(L*R): 4.3583e-03, WD: 1.1291e-07, max_RBA:1.5000e+01
[2025-08-03 00:21:16] - Epoch 7/500,it:560 Train Loss: 6.0734e-01, Val Loss: 1.7060e-01, best model: 7, LR: 9.9952e-04, epoch time: 36.13, snr: 2.0179e+00, var(R): 3.1513e-03, var(L*R): 3.1808e-03, WD: 1.3066e-07, max_RBA:1.5000e+01
[2025-08-03 00:21:52] - Epoch 8/500,it:640 Train Loss: 5.4303e-01, Val Loss: 1.7006e-01, best model: 8, LR: 9.9937e-04, epoch time: 36.14, snr: 1.6265e+00, var(R): 2.4054e-03, var(L*R): 2.4328e-03, WD: 1.4571e-07, max_RBA:1.5000e+01
[2025-08-03 00:22:28] - Epoch 9/500,it:720 Train Loss: 4.9341e-01, Val Loss: 1.5948e-01, best model: 9, LR: 9.9920e-04, epoch time: 36.10, snr: 1.9072e+00, var(R): 2.3645e-03, var(L*R): 2.3939e-03, WD: 1.6048e-07, max_RBA:1.5000e+01
[2025-08-03 00:23:04] - Epoch 10/500,it:800 Train Loss: 4.4107e-01, Val Loss: 1.4810e-01, best model: 10, LR: 9.9901e-04, epoch time: 36.11, snr: 2.0126e+00, var(R): 1.9336e-03, var(L*R): 1.9602e-03, WD: 1.7605e-07, max_RBA:1.5000e+01
[2025-08-03 00:23:40] - Epoch 11/500,it:880 Train Loss: 4.1469e-01, Val Loss: 1.4016e-01, best model: 11, LR: 9.9881e-04, epoch time: 36.06, snr: 9.9935e-01, var(R): 1.5131e-03, var(L*R): 1.5380e-03, WD: 1.8960e-07, max_RBA:1.5000e+01
[2025-08-03 00:24:16] - Epoch 12/500,it:960 Train Loss: 3.7596e-01, Val Loss: 1.4125e-01, best model: 11, LR: 9.9858e-04, epoch time: 36.02, snr: 1.9598e+00, var(R): 1.1911e-03, var(L*R): 1.2123e-03, WD: 2.0228e-07, max_RBA:1.5000e+01
[2025-08-03 00:24:52] - Epoch 13/500,it:1040 Train Loss: 3.9962e-01, Val Loss: 1.3583e-01, best model: 13, LR: 9.9833e-04, epoch time: 36.08, snr: 1.3195e+00, var(R): 1.2161e-03, var(L*R): 1.2390e-03, WD: 2.1687e-07, max_RBA:1.5000e+01
[2025-08-03 00:25:28] - Epoch 14/500,it:1120 Train Loss: 3.2545e-01, Val Loss: 1.2895e-01, best model: 14, LR: 9.9807e-04, epoch time: 36.08, snr: 1.6164e+00, var(R): 1.0380e-03, var(L*R): 1.0602e-03, WD: 2.2966e-07, max_RBA:1.5000e+01
[2025-08-03 00:26:04] - Epoch 15/500,it:1200 Train Loss: 3.1151e-01, Val Loss: 1.3414e-01, best model: 14, LR: 9.9778e-04, epoch time: 36.04, snr: 2.9482e+00, var(R): 7.8708e-04, var(L*R): 8.0466e-04, WD: 2.4358e-07, max_RBA:1.5000e+01
[2025-08-03 00:26:40] - Epoch 16/500,it:1280 Train Loss: 3.2449e-01, Val Loss: 1.4207e-01, best model: 14, LR: 9.9748e-04, epoch time: 36.03, snr: 2.3697e+00, var(R): 1.0321e-03, var(L*R): 1.0547e-03, WD: 2.5604e-07, max_RBA:1.5000e+01
[2025-08-03 00:27:16] - Epoch 17/500,it:1360 Train Loss: 3.0089e-01, Val Loss: 1.1823e-01, best model: 17, LR: 9.9715e-04, epoch time: 36.03, snr: 3.6539e+00, var(R): 9.8892e-04, var(L*R): 1.0100e-03, WD: 2.6886e-07, max_RBA:1.5000e+01
[2025-08-03 00:27:52] - Epoch 18/500,it:1440 Train Loss: 2.4648e-01, Val Loss: 1.1469e-01, best model: 18, LR: 9.9681e-04, epoch time: 36.04, snr: 1.2399e+00, var(R): 5.6794e-04, var(L*R): 5.8255e-04, WD: 2.8078e-07, max_RBA:1.5000e+01
[2025-08-03 00:28:28] - Epoch 19/500,it:1520 Train Loss: 2.4059e-01, Val Loss: 1.1382e-01, best model: 19, LR: 9.9644e-04, epoch time: 36.07, snr: 1.6474e+00, var(R): 5.4737e-04, var(L*R): 5.6285e-04, WD: 2.9357e-07, max_RBA:1.5000e+01
[2025-08-03 00:29:05] - Epoch 20/500,it:1600 Train Loss: 2.2930e-01, Val Loss: 1.0499e-01, best model: 20, LR: 9.9606e-04, epoch time: 36.04, snr: 2.3258e+00, var(R): 4.8202e-04, var(L*R): 4.9655e-04, WD: 3.0610e-07, max_RBA:1.5000e+01
[2025-08-03 00:29:41] - Epoch 21/500,it:1680 Train Loss: 2.3207e-01, Val Loss: 1.3073e-01, best model: 20, LR: 9.9565e-04, epoch time: 36.00, snr: 2.0166e+00, var(R): 3.8290e-04, var(L*R): 3.9398e-04, WD: 3.1924e-07, max_RBA:1.5000e+01
[2025-08-03 00:30:17] - Epoch 22/500,it:1760 Train Loss: 2.0726e-01, Val Loss: 1.0715e-01, best model: 20, LR: 9.9523e-04, epoch time: 36.03, snr: 3.6959e+00, var(R): 7.8880e-04, var(L*R): 8.1007e-04, WD: 3.3118e-07, max_RBA:1.5000e+01
[2025-08-03 00:30:53] - Epoch 23/500,it:1840 Train Loss: 2.0983e-01, Val Loss: 1.0346e-01, best model: 23, LR: 9.9479e-04, epoch time: 36.05, snr: 1.4612e+00, var(R): 4.5719e-04, var(L*R): 4.7040e-04, WD: 3.4224e-07, max_RBA:1.5000e+01
[2025-08-03 00:31:29] - Epoch 24/500,it:1920 Train Loss: 1.9050e-01, Val Loss: 9.5656e-02, best model: 24, LR: 9.9433e-04, epoch time: 36.06, snr: 1.8525e+00, var(R): 3.9206e-04, var(L*R): 4.0372e-04, WD: 3.5484e-07, max_RBA:1.5000e+01
[2025-08-03 00:32:05] - Epoch 25/500,it:2000 Train Loss: 1.8630e-01, Val Loss: 9.7532e-02, best model: 24, LR: 9.9384e-04, epoch time: 36.00, snr: 1.4574e+00, var(R): 2.8374e-04, var(L*R): 2.9392e-04, WD: 3.6531e-07, max_RBA:1.5000e+01
